Hour,Minute,Second,Millisecond,Time,Price
16,53,49,782,53:49.8,44.21
13,54,25,94,54:25.1,41.53
15,35,26,935,35:26.9,43.89
15,44,15,883,44:15.9,42.79
14,36,46,704,36:46.7,42.82
11,30,1,726,30:01.7,43.26
10,8,53,621,08:53.6,47.35
9,47,44,520,47:44.5,45.94
13,3,54,241,03:54.2,41.51
16,48,31,698,48:31.7,42.89
9,24,33,831,24:33.8,45.69
11,42,23,122,42:23.1,42.55
13,40,51,418,40:51.4,43.26
16,13,18,461,13:18.5,43.07
14,16,46,438,16:46.4,40.19
14,40,55,518,40:55.5,43
11,49,42,596,49:42.6,42.84
14,37,30,557,37:30.6,42.5
10,30,14,726,30:14.7,48.9
10,19,29,733,19:29.7,47.22
11,27,4,628,27:04.6,44.19
12,15,59,872,15:59.9,39.74
15,48,37,735,48:37.7,42.75
14,53,6,108,53:06.1,44.26
9,44,12,199,44:12.2,44.61
9,36,39,971,36:40.0,44.26
14,45,0,864,45:00.9,43.78
15,8,3,84,08:03.1,42.06
15,23,51,733,23:51.7,44.79
15,42,4,435,42:04.4,43.55
12,26,37,356,26:37.4,39.79
9,31,1,789,31:01.8,46.35
15,28,22,695,28:22.7,43.23
16,5,12,987,05:13.0,42.6
9,49,5,211,49:05.2,46.39
15,58,25,128,58:25.1,42.39
15,13,11,2,13:11.0,42.85
13,45,45,962,45:46.0,43.11
11,47,37,796,47:37.8,43.28
9,22,2,195,22:02.2,45.85
10,44,31,50,44:31.0,44.59
9,1,3,60,01:03.1,46.16
14,15,27,256,15:27.3,39.9
15,19,13,486,19:13.5,43.98
14,37,12,350,37:12.3,42.35
15,11,7,838,11:07.8,42.41
14,40,46,906,40:46.9,43.24
12,22,59,928,22:59.9,38.77
12,52,2,17,52:02.0,40.56
9,14,28,164,14:28.2,45.17
13,56,28,285,56:28.3,39.96
13,56,29,847,56:29.8,40
12,20,27,118,20:27.1,39.61
11,32,44,659,32:44.7,43.36
14,6,1,388,06:01.4,39.05
10,48,27,363,48:27.4,45.95
13,17,41,429,17:41.4,41.75
9,13,10,112,13:10.1,45.83
13,49,40,197,49:40.2,42.54
10,49,49,769,49:49.8,45.79
11,11,19,539,11:19.5,45.5
16,23,38,78,23:38.1,42.66
9,10,52,871,10:52.9,46.15
11,26,46,642,26:46.6,44.22
14,36,44,438,36:44.4,42.83
11,13,58,390,13:58.4,45.88
14,52,23,493,52:23.5,43.93
11,27,43,492,27:43.5,43.7
14,13,9,96,13:09.1,40.01
10,6,15,477,06:15.5,46.02
14,29,27,508,29:27.5,42.36
15,4,56,961,04:57.0,42.53
14,10,14,115,10:14.1,39.52
14,56,4,1,56:04.0,42.5
14,20,46,402,20:46.4,41.35
15,58,51,433,58:51.4,42.37
16,26,54,921,26:54.9,41.99
10,29,11,244,29:11.2,48.05
9,7,12,259,07:12.3,46.26
9,20,17,657,20:17.7,45.68
15,53,22,332,53:22.3,42.05
16,37,7,195,37:07.2,43.69
16,19,38,313,19:38.3,42.4
12,32,24,782,32:24.8,40.39
9,43,55,149,43:55.1,44.42
12,7,19,67,07:19.1,40.78
16,14,2,861,14:02.9,42.43
9,1,54,153,01:54.2,45.68
16,34,20,304,34:20.3,43.69
16,24,0,366,24:00.4,42.61
14,56,51,655,56:51.7,43.75
12,28,54,910,28:54.9,39.24
11,16,8,706,16:08.7,45.45
14,54,35,451,54:35.5,43.94
15,51,0,379,51:00.4,42.68
16,31,40,961,31:41.0,42.61
9,45,30,658,45:30.7,45.14
10,36,20,975,36:21.0,46.66
14,5,19,807,05:19.8,39.01
14,57,34,498,57:34.5,43.69
9,58,29,484,58:29.5,45.9
10,39,24,373,39:24.4,45.74
10,0,30,683,00:30.7,45.37
10,12,25,371,12:25.4,46.68
14,47,42,308,47:42.3,44.51
15,29,45,869,29:45.9,43.34
13,14,22,909,14:22.9,40.97
16,3,4,10,03:04.0,42.31
15,35,36,520,35:36.5,44.19
15,56,30,546,56:30.5,41.88
12,9,32,444,09:32.4,41.04
14,2,52,883,02:52.9,38.4
10,57,51,894,57:51.9,45.39
11,2,6,456,02:06.5,45.62
13,40,47,23,40:47.0,43.07
11,10,33,805,10:33.8,45.88
12,12,44,102,12:44.1,40.54
14,14,44,176,14:44.2,39.96
15,29,17,775,29:17.8,43.17
12,17,55,873,17:55.9,39.54
16,53,50,974,53:51.0,44.06
13,52,22,910,52:22.9,42.37
16,23,31,673,23:31.7,42.55
12,0,18,658,00:18.7,41.39
10,37,0,147,37:00.1,46.46
11,17,8,945,17:08.9,45.19
10,16,21,770,16:21.8,47.72
15,26,34,346,26:34.3,42.96
12,23,14,284,23:14.3,38.67
9,31,53,322,31:53.3,46.13
10,20,7,836,20:07.8,46.84
11,33,4,757,33:04.8,43.44
14,7,21,533,07:21.5,38.42
10,35,21,501,35:21.5,47.21
16,16,37,988,16:38.0,43.73
11,45,24,431,45:24.4,42.14
15,18,26,794,18:26.8,43.56
15,43,41,15,43:41.0,43.46
11,52,5,851,52:05.9,41.92
16,55,32,538,55:32.5,44.56
10,49,4,143,49:04.1,45.82
14,38,43,854,38:43.9,42.7
16,28,11,303,28:11.3,41.82
9,9,5,990,09:06.0,45.63
12,19,14,909,19:14.9,39.64
14,19,39,939,19:39.9,40.87
15,49,50,245,49:50.2,42.61
14,14,22,294,14:22.3,40.08
11,7,14,153,07:14.2,46.45
14,20,36,429,20:36.4,40.97
14,5,6,814,05:06.8,38.85
10,4,19,299,04:19.3,45.74
10,23,24,934,23:24.9,47.27
15,15,23,386,15:23.4,43.54
13,28,28,460,28:28.5,41.83
15,19,17,600,19:17.6,43.89
10,30,33,173,30:33.2,48.15
15,52,24,408,52:24.4,42.15
11,2,14,525,02:14.5,45.56
14,26,27,356,26:27.4,42.31
9,20,30,560,20:30.6,45.4
9,3,16,326,03:16.3,45.96
10,32,31,644,32:31.6,47.32
9,11,48,148,11:48.1,46.12
15,40,53,490,40:53.5,43.99
16,41,51,556,41:51.6,44.66
10,16,26,435,16:26.4,47.72
16,13,55,871,13:55.9,42.44
14,24,2,502,24:02.5,41.9
16,32,8,171,32:08.2,42.83
9,3,51,564,03:51.6,46.05
9,11,12,580,11:12.6,46
11,3,31,125,03:31.1,46.32
11,41,25,678,41:25.7,42.66
13,53,4,916,53:04.9,41.85
13,32,50,353,32:50.4,42.48
14,3,44,387,03:44.4,38.92
16,22,26,145,22:26.1,42.6
10,22,26,467,22:26.5,47.07
11,0,34,237,00:34.2,46.88
11,26,19,511,26:19.5,44.14
11,28,19,559,28:19.6,43.48
15,2,51,554,02:51.6,42.58
10,25,50,858,25:50.9,47.92
10,30,56,23,30:56.0,47.73
10,30,9,244,30:09.2,48.84
13,15,29,63,15:29.1,41.24
12,31,16,127,31:16.1,40.34
9,10,11,383,10:11.4,46.16
13,44,13,989,44:14.0,43.05
14,13,11,44,13:11.0,40.02
9,25,39,130,25:39.1,45.01
14,23,8,39,23:08.0,42.17
15,1,12,806,01:12.8,43.13
13,51,3,212,51:03.2,41.56
14,22,26,537,22:26.5,41.77
10,36,37,123,36:37.1,46.55
16,39,35,840,39:35.8,44.67
12,15,42,304,15:42.3,39.36
15,4,12,682,04:12.7,42.72
10,5,21,235,05:21.2,46.34
15,45,50,428,45:50.4,42.47
13,26,9,886,26:09.9,42.04
13,53,41,676,53:41.7,41.69
15,13,19,715,13:19.7,42.79
13,16,19,482,16:19.5,41.05
11,58,48,316,58:48.3,41.71
14,58,42,639,58:42.6,43.48
14,0,44,168,00:44.2,39.59
16,7,12,589,07:12.6,43.18
12,10,54,39,10:54.0,40.62
11,55,11,937,55:11.9,42.23
9,31,11,481,31:11.5,46.12
15,27,56,415,27:56.4,43.05
14,5,32,593,05:32.6,39.21
11,33,24,788,33:24.8,43.84
14,29,1,760,29:01.8,42.36
9,31,15,444,31:15.4,46.13
10,30,47,219,30:47.2,48.08
15,0,44,42,00:44.0,43.12
14,21,27,326,21:27.3,41.75
11,10,54,29,10:54.0,45.53
12,26,15,503,26:15.5,39.79
9,0,30,289,00:30.3,46.03
9,59,12,34,59:12.0,45.23
15,43,27,893,43:27.9,43.52
12,11,29,67,11:29.1,40.87
16,32,48,991,32:49.0,42.7
12,54,57,868,54:57.9,40.41
14,36,12,564,36:12.6,42.94
16,39,5,218,39:05.2,44.44
11,43,43,73,43:43.1,42.05
15,10,48,284,10:48.3,42.25
9,45,22,142,45:22.1,45.14
9,8,44,902,08:44.9,45.78
14,24,34,418,24:34.4,42.15
9,41,25,581,41:25.6,44.79
14,6,36,86,06:36.1,38.32
15,49,40,700,49:40.7,42.55
15,2,58,655,02:58.7,42.41
16,34,45,801,34:45.8,43.64
14,36,25,479,36:25.5,42.99
16,54,11,986,54:12.0,44.48
9,29,40,838,29:40.8,46.57
13,23,18,946,23:18.9,42.27
15,3,2,783,03:02.8,42.55
16,16,37,97,16:37.1,43.69
9,47,9,755,47:09.8,45.81
13,29,40,536,29:40.5,41.8
14,55,39,49,55:39.0,43.06
9,6,38,466,06:38.5,46.96
13,57,10,541,57:10.5,39.4
10,6,49,190,06:49.2,46.65
12,10,28,418,10:28.4,40.92
16,20,33,316,20:33.3,42.46
10,12,33,455,12:33.5,46.66
16,11,55,640,11:55.6,44.12
16,32,29,128,32:29.1,42.68
9,20,52,238,20:52.2,45.75
11,46,5,85,46:05.1,43.03
9,34,36,805,34:36.8,45.75
15,11,14,689,11:14.7,42.6
14,49,10,627,49:10.6,44.13
13,42,22,959,42:23.0,42.46
15,36,25,377,36:25.4,44.39
10,7,45,761,07:45.8,46.88
16,38,47,388,38:47.4,44.52
14,42,53,312,42:53.3,42.77
13,20,55,792,20:55.8,42.47
12,38,12,851,38:12.9,38.86
10,11,34,325,11:34.3,46.97
15,39,23,297,39:23.3,44.1
14,19,50,17,19:50.0,40.99
15,21,43,621,21:43.6,43.58
12,32,59,214,32:59.2,40.31
12,21,27,807,21:27.8,39.04
13,49,14,628,49:14.6,42.58
10,18,27,401,18:27.4,47.28
16,1,22,279,01:22.3,43.03
13,57,0,975,57:01.0,39.74
15,41,55,896,41:55.9,43.42
9,42,54,388,42:54.4,44.67
14,10,48,185,10:48.2,39.56
14,16,10,571,16:10.6,40.32
13,25,11,832,25:11.8,41.78
9,32,41,928,32:41.9,45.5
10,17,54,223,17:54.2,47.46
13,20,58,612,20:58.6,42.53
15,33,50,737,33:50.7,43
15,3,48,420,03:48.4,42.76
12,15,22,376,15:22.4,39.07
15,19,35,754,19:35.8,44.01
16,24,59,92,24:59.1,42.57
16,54,13,200,54:13.2,44.43
14,24,9,152,24:09.2,42.25
14,5,5,728,05:05.7,38.94
10,25,34,532,25:34.5,47.95
14,9,30,891,09:30.9,39.09
12,49,42,937,49:42.9,40.14
9,47,24,948,47:24.9,46.09
16,32,23,170,32:23.2,42.86
13,37,41,607,37:41.6,43.05
15,7,32,296,07:32.3,41.95
10,52,43,378,52:43.4,45.22
12,12,22,957,12:23.0,40.33
16,57,44,465,57:44.5,43.76
14,4,41,587,04:41.6,38.91
11,22,12,596,22:12.6,44.94
9,20,22,25,20:22.0,45.62
16,43,30,85,43:30.1,44.36
13,4,35,483,04:35.5,41.31
15,10,19,725,10:19.7,42.25
9,4,6,352,04:06.4,46.2
9,25,47,622,25:47.6,45.04
13,58,57,828,58:57.8,39.09
10,4,5,953,04:06.0,45.93
10,23,11,100,23:11.1,47.33
15,23,56,769,23:56.8,44.72
13,16,6,317,16:06.3,40.76
9,50,36,152,50:36.2,46.09
15,54,11,148,54:11.1,41.2
14,38,56,559,38:56.6,42.98
9,6,35,577,06:35.6,46.84
16,6,31,738,06:31.7,43.07
15,11,17,853,11:17.9,42.52
14,36,10,577,36:10.6,43
9,30,54,823,30:54.8,46.47
14,21,49,819,21:49.8,41.78
11,57,35,908,57:35.9,42.29
15,7,45,507,07:45.5,41.93
12,3,53,195,03:53.2,39.73
13,58,30,588,58:30.6,39.07
9,58,31,48,58:31.0,45.84
9,11,49,207,11:49.2,46.08
12,40,19,955,40:20.0,38.28
13,43,45,196,43:45.2,42.98
10,0,27,267,00:27.3,45.47
14,52,46,559,52:46.6,43.78
15,36,30,884,36:30.9,44.42
13,22,10,86,22:10.1,42.4
11,31,54,365,31:54.4,43.08
15,39,54,720,39:54.7,44.48
12,55,57,226,55:57.2,39.86
14,58,5,765,58:05.8,43.47
12,32,21,387,32:21.4,40.35
16,28,34,887,28:34.9,41.75
9,3,12,548,03:12.5,45.91
16,33,10,125,33:10.1,43.04
15,2,21,822,02:21.8,42.42
13,59,45,218,59:45.2,39.4
12,14,24,65,14:24.1,39.41
15,44,46,628,44:46.6,43.09
14,35,39,148,35:39.1,43.1
15,55,42,533,55:42.5,41.15
9,0,8,899,00:08.9,46.17
14,18,52,363,18:52.4,40.04
10,58,29,543,58:29.5,45.5
11,11,7,47,11:07.0,45.22
11,27,42,215,27:42.2,43.76
9,9,21,677,09:21.7,46.2
15,57,19,100,57:19.1,42.28
16,1,1,858,01:01.9,43.21
13,20,13,320,20:13.3,42.35
15,48,50,759,48:50.8,43.02
14,10,11,936,10:11.9,39.43
16,57,53,622,57:53.6,43.86
12,56,19,590,56:19.6,40.21
12,27,40,651,27:40.7,39.88
13,31,52,303,31:52.3,42.64
16,46,47,247,46:47.2,43.69
15,38,53,277,38:53.3,43.83
14,52,45,990,52:46.0,43.77
12,35,31,308,35:31.3,39.56
13,15,57,916,15:57.9,41.05
13,5,47,448,05:47.4,41.01
15,15,18,787,15:18.8,43.51
12,6,1,129,06:01.1,40.09
11,0,36,945,00:36.9,46.67
13,55,13,703,55:13.7,40.85
12,34,20,3,34:20.0,40.17
9,46,57,813,46:57.8,45.6
13,26,3,790,26:03.8,42.27
9,54,31,851,54:31.9,44.89
16,10,41,349,10:41.3,44.18
13,26,51,675,26:51.7,41.45
9,18,26,127,18:26.1,45.44
16,49,53,868,49:53.9,42.24
15,19,4,46,19:04.0,44
15,54,17,673,54:17.7,41.15
9,28,18,665,28:18.7,45.89
10,12,0,892,12:00.9,47.38
12,51,54,885,51:54.9,40.75
11,47,15,488,47:15.5,43.08
15,52,0,989,52:01.0,42.08
9,57,36,877,57:36.9,45.76
12,34,41,88,34:41.1,40.18
9,39,33,613,39:33.6,44.22
12,3,20,250,03:20.3,39.98
12,39,1,320,39:01.3,38.4
12,52,52,257,52:52.3,41.09
11,21,57,273,21:57.3,45.03
10,42,46,259,42:46.3,44.02
11,18,30,976,18:31.0,45.67
14,37,41,170,37:41.2,42.75
12,12,51,346,12:51.3,40.36
9,17,51,939,17:51.9,45.13
12,40,7,783,40:07.8,38.14
15,39,28,354,39:28.4,44.27
12,59,1,387,59:01.4,40.54
11,23,54,836,23:54.8,44.44
16,23,30,543,23:30.5,42.48
9,37,14,166,37:14.2,44.31
12,33,33,374,33:33.4,39.97
16,1,53,616,01:53.6,42.95
14,45,53,551,45:53.6,43.59
12,24,5,845,24:05.8,39.23
9,28,0,782,28:00.8,45.85
10,39,11,314,39:11.3,46.06
12,25,37,792,25:37.8,39.11
13,37,29,773,37:29.8,42.94
14,16,8,119,16:08.1,40.28
9,25,46,728,25:46.7,45.03
15,24,23,582,24:23.6,44.72
13,45,55,480,45:55.5,43.2
12,34,32,894,34:32.9,40.27
15,33,51,468,33:51.5,43.06
11,1,32,923,01:32.9,46.61
12,27,24,997,27:25.0,40.09
14,16,29,36,16:29.0,40.31
12,21,32,678,21:32.7,38.98
16,15,40,727,15:40.7,43.53
14,49,7,393,49:07.4,44.21
9,58,14,441,58:14.4,45.86
14,56,19,566,56:19.6,42.56
16,6,30,728,06:30.7,43.12
9,53,21,733,53:21.7,45.06
15,24,42,913,24:42.9,44.22
12,50,43,942,50:43.9,40.13
10,29,22,152,29:22.2,48.43
13,55,32,994,55:33.0,40.71
16,9,58,499,09:58.5,44.09
9,39,43,26,39:43.0,44.37
15,46,42,931,46:42.9,42.82
16,2,32,269,02:32.3,42.24
13,20,37,154,20:37.2,42
14,36,17,766,36:17.8,43
15,40,23,290,40:23.3,43.85
15,2,26,18,02:26.0,42.35
10,30,49,851,30:49.9,48.02
15,26,36,721,26:36.7,42.97
13,59,29,386,59:29.4,39.24
15,53,42,780,53:42.8,41.69
12,27,8,503,27:08.5,40.24
16,13,14,394,13:14.4,43.17
15,28,53,721,28:53.7,42.8
16,23,53,730,23:53.7,42.61
14,8,11,435,08:11.4,39.05
16,23,39,86,23:39.1,42.62
11,25,25,64,25:25.1,44.26
15,3,43,198,03:43.2,42.88
12,13,53,185,13:53.2,39.78
12,2,34,628,02:34.6,40.29
13,5,36,141,05:36.1,41
16,5,12,372,05:12.4,42.57
11,11,29,411,11:29.4,45.87
15,59,45,948,59:45.9,43.21
15,15,40,394,15:40.4,43.23
12,16,50,789,16:50.8,39.22
9,18,11,9,18:11.0,45.27
14,51,45,42,51:45.0,43.57
9,0,54,911,00:54.9,46.31
11,8,40,540,08:40.5,46.42
11,12,5,859,12:05.9,45.76
10,23,47,242,23:47.2,47.31
16,50,50,429,50:50.4,42.84
11,50,17,210,50:17.2,42.48
10,31,48,847,31:48.8,47.67
9,12,2,152,12:02.2,46.16
14,25,33,978,25:34.0,41.9
13,37,22,110,37:22.1,42.92
11,8,6,168,08:06.2,46.2
14,26,51,696,26:51.7,42.39
10,1,55,359,01:55.4,46.05
9,15,49,392,15:49.4,45.89
15,29,39,167,29:39.2,43.13
11,28,19,82,28:19.1,43.52
13,36,29,482,36:29.5,43.6
16,33,55,639,33:55.6,43.9
12,20,19,486,20:19.5,39.53
10,9,46,418,09:46.4,47.13
12,37,34,673,37:34.7,39.13
11,28,43,995,28:44.0,43.42
9,43,51,616,43:51.6,44.36
10,15,14,285,15:14.3,46.91
11,35,51,768,35:51.8,43.6
9,52,18,679,52:18.7,45.44
9,34,32,689,34:32.7,45.87
9,39,48,104,39:48.1,44.54
11,34,0,795,34:00.8,43.64
10,40,28,603,40:28.6,45.93
13,2,53,807,02:53.8,41.62
16,41,23,514,41:23.5,45.29
12,48,18,530,48:18.5,39.53
14,25,12,394,25:12.4,42.35
14,46,53,500,46:53.5,44.27
16,37,21,688,37:21.7,44
11,7,39,508,07:39.5,46.24
16,21,55,232,21:55.2,42.61
12,34,36,220,34:36.2,40.13
9,23,28,101,23:28.1,45.78
13,13,49,509,13:49.5,40.51
11,8,44,389,08:44.4,46.49
16,58,42,328,58:42.3,43.84
15,30,35,599,30:35.6,43.4
14,38,6,878,38:06.9,43.19
12,52,12,467,52:12.5,40.64
16,37,25,417,37:25.4,44.03
10,38,47,965,38:48.0,46.15
11,49,4,184,49:04.2,42.64
15,15,0,553,15:00.6,43.17
15,8,0,799,08:00.8,42.14
9,7,36,38,07:36.0,46.27
10,10,55,471,10:55.5,47.02
15,27,22,499,27:22.5,42.81
14,20,50,181,20:50.2,41.45
11,9,22,784,09:22.8,46.32
11,44,36,184,44:36.2,42.71
12,34,9,582,34:09.6,40.02
12,13,7,640,13:07.6,40.16
16,13,8,185,13:08.2,43.15
16,5,18,76,05:18.1,42.52
16,43,59,691,43:59.7,44.7
11,2,18,837,02:18.8,45.52
11,4,33,720,04:33.7,46.22
16,3,9,699,03:09.7,42.04
15,45,30,356,45:30.4,42.66
10,39,45,160,39:45.2,45.75
13,7,45,969,07:46.0,40.19
16,28,6,108,28:06.1,41.78
16,7,19,979,07:20.0,43.2
16,17,50,885,17:50.9,42.84
12,26,38,525,26:38.5,39.85
10,42,57,550,42:57.5,43.9
11,30,17,354,30:17.4,42.94
13,29,39,126,29:39.1,41.71
9,28,9,906,28:09.9,45.91
12,44,36,416,44:36.4,39.46
12,39,41,743,39:41.7,38.29
16,55,0,322,55:00.3,44.6
16,36,19,454,36:19.5,43.7
11,49,35,980,49:36.0,42.71
15,23,33,22,23:33.0,44.78
13,42,18,560,42:18.6,42.55
15,10,44,535,10:44.5,42.35
12,30,40,456,30:40.5,38.79
13,3,5,79,03:05.1,41.58
15,28,45,864,28:45.9,43.01
13,19,38,141,19:38.1,41.81
15,25,0,705,25:00.7,43.55
16,3,19,487,03:19.5,42.09
12,6,33,231,06:33.2,40.43
16,52,58,347,52:58.3,43.74
11,39,43,178,39:43.2,42.58
16,44,59,405,44:59.4,44.44
15,9,32,313,09:32.3,42.36
13,41,46,702,41:46.7,42.65
10,5,22,905,05:22.9,46.27
10,48,44,3,48:44.0,45.99
10,18,4,194,18:04.2,47.58
11,42,56,962,42:57.0,42.39
13,6,26,124,06:26.1,41.11
13,16,56,896,16:56.9,41.18
12,6,35,315,06:35.3,40.37
14,46,41,485,46:41.5,44.18
11,6,22,118,06:22.1,45.83
12,54,41,600,54:41.6,40.65
9,48,34,425,48:34.4,45.96
10,45,57,314,45:57.3,44.98
14,48,20,845,48:20.8,44.72
16,31,20,308,31:20.3,42.33
15,32,0,979,32:01.0,43.51
11,19,2,914,19:02.9,46
14,45,59,78,45:59.1,43.82
9,9,49,622,09:49.6,46.34
14,0,45,765,00:45.8,39.49
13,38,13,723,38:13.7,43.33
10,4,56,22,04:56.0,46.19
10,20,58,733,20:58.7,46.47
9,50,27,872,50:27.9,46.15
10,16,10,817,16:10.8,47.6
16,57,28,651,57:28.7,43.72
11,32,58,264,32:58.3,43.34
16,49,33,737,49:33.7,42.5
11,41,2,904,41:02.9,42.44
12,40,33,778,40:33.8,38.48
11,39,1,83,39:01.1,42.32
10,47,54,686,47:54.7,45.63
10,21,38,49,21:38.0,46.84
12,21,23,730,21:23.7,38.95
9,7,52,448,07:52.4,46.01
16,10,40,167,10:40.2,44.07
14,26,29,865,26:29.9,42.26
10,1,54,1,01:54.0,45.94
16,3,6,147,03:06.1,42.11
13,46,41,760,46:41.8,43.27
16,12,37,747,12:37.7,43.61
14,1,37,459,01:37.5,39.32
10,56,45,685,56:45.7,45.62
12,19,35,957,19:36.0,39.58
14,12,40,845,12:40.8,39.72
13,26,29,200,26:29.2,42.08
10,9,48,698,09:48.7,47.2
14,30,24,378,30:24.4,42.34
15,52,50,978,52:51.0,41.83
13,44,48,102,44:48.1,42.77
15,53,18,622,53:18.6,41.95
15,21,44,654,21:44.7,43.64
12,12,41,969,12:42.0,40.48
14,52,12,751,52:12.8,44.01
12,16,55,50,16:55.1,39.27
9,1,49,442,01:49.4,45.78
15,28,1,600,28:01.6,42.99
12,1,19,845,01:19.8,40.71
10,13,10,281,13:10.3,46.87
9,29,17,729,29:17.7,46.2
10,0,47,197,00:47.2,45.58
11,11,47,396,11:47.4,46.14
10,19,16,448,19:16.4,47.23
11,46,4,154,46:04.2,42.93
10,38,9,446,38:09.4,46
11,24,40,500,24:40.5,44.33
14,6,8,375,06:08.4,38.84
15,59,12,181,59:12.2,42.7
15,25,58,824,25:58.8,42.89
10,59,57,59,59:57.1,46.34
12,6,6,734,06:06.7,40.1
13,53,26,456,53:26.5,41.68
10,58,28,942,58:28.9,45.48
12,18,11,112,18:11.1,39.24
16,50,28,84,50:28.1,42.56
9,1,39,113,01:39.1,45.88
13,35,39,326,35:39.3,43.3
14,18,34,806,18:34.8,40
15,14,11,207,14:11.2,43.03
14,35,46,521,35:46.5,43.03
13,32,51,127,32:51.1,42.51
13,30,45,803,30:45.8,41.81
15,34,9,306,34:09.3,43.51
15,50,43,580,50:43.6,42.32
15,50,52,196,50:52.2,42.31
15,35,36,926,35:36.9,44.24
14,8,9,491,08:09.5,39
9,44,14,267,44:14.3,44.64
12,10,0,962,10:01.0,40.94
11,55,22,358,55:22.4,42.27
13,27,44,127,27:44.1,41.73
13,13,48,95,13:48.1,40.54
10,14,29,547,14:29.5,47.03
16,53,54,848,53:54.8,44.04
15,17,57,230,17:57.2,43.12
14,34,43,141,34:43.1,42.4
13,24,40,847,24:40.8,41.95
11,41,58,478,41:58.5,42.73
12,2,41,489,02:41.5,40.38
10,0,45,821,00:45.8,45.45
12,34,38,758,34:38.8,40.22
15,24,38,592,24:38.6,44.37
16,42,11,300,42:11.3,44.34
10,8,12,811,08:12.8,47
15,59,55,631,59:55.6,43.17
9,10,26,698,10:26.7,46.27
10,4,6,749,04:06.7,45.91
12,35,36,563,35:36.6,39.6
15,33,7,440,33:07.4,43.07
14,47,21,853,47:21.9,44.56
11,5,56,963,05:57.0,46.25
10,56,22,228,56:22.2,45.97
15,13,19,94,13:19.1,42.79
11,40,36,615,40:36.6,42.79
10,7,1,965,07:02.0,46.7
11,48,39,284,48:39.3,43.38
12,15,31,175,15:31.2,39.05
13,39,58,966,39:59.0,43.32
13,47,30,20,47:30.0,42.51
14,38,50,761,38:50.8,42.71
14,25,29,233,25:29.2,42.11
12,47,16,431,47:16.4,39.72
13,22,8,846,22:08.8,42.41
12,41,7,172,41:07.2,39.28
9,13,47,670,13:47.7,45.5
15,30,7,836,30:07.8,43.79
11,26,22,537,26:22.5,44.13
11,3,32,382,03:32.4,46.25
9,10,10,51,10:10.1,46.16
9,31,35,154,31:35.2,46.22
10,14,10,254,14:10.3,47.04
16,38,33,476,38:33.5,44.61
16,53,10,725,53:10.7,43.93
14,8,53,545,08:53.5,39.16
15,44,55,386,44:55.4,43.24
13,19,13,753,19:13.8,41.91
12,33,13,491,33:13.5,40.46
9,19,8,17,19:08.0,45.44
14,46,8,141,46:08.1,43.78
12,32,14,492,32:14.5,40.46
9,1,20,206,01:20.2,46.5
14,20,53,389,20:53.4,41.33
12,11,53,582,11:53.6,40.52
13,49,27,137,49:27.1,42.6
14,30,16,892,30:16.9,42.55
15,7,55,274,07:55.3,42.28
16,45,24,570,45:24.6,44.38
10,56,3,591,56:03.6,45.85
9,48,0,414,48:00.4,46.55
16,30,24,454,30:24.5,42.35
13,3,44,152,03:44.2,41.73
10,36,56,992,36:57.0,46.53
15,22,5,249,22:05.2,43.7
15,11,16,99,11:16.1,42.58
10,29,28,38,29:28.0,48.77
13,50,54,910,50:54.9,41.7
13,22,24,831,22:24.8,42.11
16,15,56,660,15:56.7,43.55
11,15,16,58,15:16.1,45.53
15,21,3,991,21:04.0,44.07
11,32,30,798,32:30.8,43.29
11,55,54,215,55:54.2,42.52
16,28,17,927,28:17.9,41.97
10,5,17,400,05:17.4,46.29
10,11,5,697,11:05.7,47.07
16,21,56,851,21:56.9,42.64
10,12,32,211,12:32.2,46.79
10,25,24,20,25:24.0,47.93
11,56,49,951,56:50.0,42.61
9,29,43,16,29:43.0,46.73
9,24,40,945,24:40.9,45.43
11,29,8,452,29:08.5,43.34
14,25,26,145,25:26.1,42.04
13,16,42,624,16:42.6,41.29
12,43,20,474,43:20.5,39.44
11,48,54,44,48:54.0,42.99
11,45,28,552,45:28.6,42.12
16,56,45,523,56:45.5,43.87
12,22,23,831,22:23.8,38.61
11,9,6,565,09:06.6,46.49
9,47,35,320,47:35.3,45.82
12,57,53,489,57:53.5,40.18
11,50,20,766,50:20.8,42.4
15,16,6,271,16:06.3,42.96
16,26,31,305,26:31.3,42.07
12,57,19,970,57:20.0,40.38
12,52,16,920,52:16.9,40.68
16,0,59,524,00:59.5,43.17
14,14,2,193,14:02.2,40.31
10,37,51,601,37:51.6,46.28
14,5,30,702,05:30.7,39.15
13,58,0,267,58:00.3,39.56
9,32,37,39,32:37.0,45.65
11,17,11,31,17:11.0,45.18
15,8,4,468,08:04.5,42.1
16,35,12,856,35:12.9,43.63
12,51,17,473,51:17.5,40.25
16,34,48,197,34:48.2,43.71
13,39,53,443,39:53.4,43.07
13,58,30,81,58:30.1,39.1
10,44,45,226,44:45.2,44.55
16,12,29,398,12:29.4,43.73
14,5,2,677,05:02.7,38.97
10,39,46,444,39:46.4,45.69
11,26,37,461,26:37.5,44.35
9,24,12,63,24:12.1,45.39
10,56,27,513,56:27.5,45.79
10,11,50,233,11:50.2,46.95
14,39,9,510,39:09.5,43.23
9,14,0,774,14:00.8,45.06
12,8,44,195,08:44.2,40.68
14,5,22,823,05:22.8,39.09
15,58,43,964,58:44.0,42.46
